Compound ID,SMILES,FilterItLogS,Lipinski,SIC0,RNCG,RPCG,ATS0Z,AATS0i,Log_sol
"1,2-Dichlorotetrafluoroethane",FC(F)(Cl)C(F)(F)Cl,-2.320915482362771,1,0.5,0.2252750441736261,0.5,974,225.515425896725,-2.74
"1,2-Diethoxyethane ",CCOCCOCC,-1.70281139470886,1,0.2782127046172332,0.4506280005233379,0.0831287782875034,358,169.1143562038403,-0.77
"1,2-Diethylbenzene",CCc1ccccc1CC,-3.342302394121514,1,0.2137135814081428,0.1202902161907178,0.1214465090801656,374,160.6996120516452,-3.28
"1,2-Dinitrobenzene",O=N(=O)c1ccccc1N(=O)=O,-1.799237928918452,1,0.4764097655573916,0.2259655446655843,0.3025237031296714,574,166.5451258416873,-3.1
"1,2-Propylene oxide",CC1CO1,-0.1468039322419946,1,0.3899728733539151,0.9112041475112818,0.1906739493172428,178,167.5340266217994,-0.59
"1,3,5-Tribromobenzene",Brc1cc(Br)cc(Br)c1,-4.481116462516357,1,0.4184144184766947,0.2005178659172409,0.2554279709871281,3894,144.5180586610623,-5.6
"1,3,5-Trichlorobenzene",Clc1cc(Cl)cc(Cl)c1,-3.790285475932683,1,0.4184144184766947,0.2577553808202133,0.2001876848261889,1086,151.6664480052873,-4.48
"1,3,5-Trimethylbenzene ",Cc1cc(C)cc(C)c1,-3.055349557103468,1,0.2243071347541535,0.1280509263610378,0.1427406883005728,336,160.007668052428,-3.4
"1,3,5-Trinitrobenzene",O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,-1.971988680893174,1,0.4600312555719781,0.1666666666666667,0.1823966686399643,750,170.1081664365415,-2.89
"1,3-Benzenediol",Oc1cccc(O)c1,-0.5786733952133488,1,0.3805307530778357,0.4573053902252318,0.2639385701821098,350,160.083901449321,0.81
"1,3-Butadiene",C=CC=C,-0.57706157746339,1,0.2922852532386289,0.2928630855461279,0.1821310058088503,150,161.6683336505494,-1.87
"1,3-Dibromobenzene",Brc1cccc(Br)c1,-3.502808740325573,1,0.40701901811629,0.2061848984211949,0.2220879810938607,2670,148.297373793083,-3.54
"1,3-Dichlorobenzene",Clc1cccc(Cl)c1,-3.002181541955481,1,0.40701901811629,0.2482468887881386,0.1926704901899926,798,153.062966689233,-3.04
"1,3-Dichloropropane",ClCCCCl,-2.26738641432336,1,0.4149153817759055,0.4535685115945464,0.155983279079832,692,166.0188941862995,-1.62
"1,3-diethylthiourea",CCNC(=S)NCC,-1.684563848542957,1,0.3448619546669419,0.4208556709439543,0.1921865956246672,546,169.1396768780544,-1.46
"1,3-Difluorobenzene",Fc1cccc(F)c1,-2.292692588440671,1,0.40701901811629,0.3960015216489651,0.2404371285339243,382,175.6287220264163,-2.0
"1,3-Dimethylnaphthalene",Cc1cc(C)c2ccccc2c1,-3.924463749587873,1,0.2181042919855316,0.1132150329821852,0.1161113240750691,444,155.8560040571245,-4.29
"1,3-Dinitrobenzene",O=N(=O)c1cccc(c1)N(=O)=O,-1.799237928918452,1,0.4764097655573916,0.2387683002308359,0.2549401170490766,574,166.5451258416873,-2.29
"1,4-Benzenediol",Oc1ccc(O)cc1,-0.5786733952133488,1,0.3805307530778357,0.4693987521613316,0.2708411479702062,350,160.083901449321,-0.17
"1,4-Cyclohexadiene",C1C=CCC=C1,-0.4910947866093258,1,0.258769711834957,0.2272630248828972,0.1549954666381091,224,160.007668052428,-2.06
"1,4-Dibromobenzene",Brc1ccc(Br)cc1,-3.502808740325573,1,0.40701901811629,0.1758468231528027,0.219640755437261,2670,148.297373793083,-4.07
"1,4-Dichlorobenzene",Clc1ccc(Cl)cc1,-3.002181541955481,1,0.40701901811629,0.2503651176641555,0.1896626445364026,798,153.062966689233,-3.27
"1,4-Diethylbenzene ",CCc1ccc(CC)cc1,-3.342302394121514,1,0.2137135814081428,0.1188447767040958,0.1213191029044436,374,160.6996120516452,-3.75
"1,4-Difluorobenzene",Fc1ccc(F)cc1,-2.292692588440671,1,0.40701901811629,0.407750220234806,0.2421081409313015,382,175.6287220264163,-1.97
"1,4-Dimethylnaphthalene ",Cc1ccc(C)c2ccccc12,-3.924463749587873,1,0.2181042919855316,0.1133680706508149,0.1157866855381959,444,155.8560040571245,-4.14
"1,4-Dinitrobenzene",O=N(=O)c1ccc(cc1)N(=O)=O,-1.799237928918452,1,0.4764097655573916,0.25,0.2607619011462229,574,166.5451258416873,-3.39
"1,4-Pentadiene ",C=CCC=C,-1.026587486042054,1,0.259762806028293,0.2576038170751697,0.1436043426342191,188,162.562538203384,-2.09
"1,5-Dimethlnapthalene",Cc1cccc2c(C)cccc12,-3.924463749587873,1,0.2181042919855316,0.1128830031256737,0.1157869197105887,444,155.8560040571245,-4.679
"1,5-Hexadiene ",C=CCCC=C,-1.466918410308724,1,0.2386085007312413,0.2276370422692885,0.1258219384823089,226,163.1214160489056,-2.68
"1,7-phenantroline",c1cnc2c(c1)ccc3ncccc23,-3.79132859758148,1,0.2964905527401483,0.3267502506809017,0.1071459462097486,538,155.6069824951815,-2.68
"1,8-Cineole",CC12CCC(CC1)C(C)(C)O2,-2.452105607248686,1,0.2314252028779518,0.5893270550668716,0.1056525971916403,442,164.8935373496201,-1.74
17a-Methyltestosterone,CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.084025936987342,1,0.205036765658875,0.3019000569844376,0.1634010544001591,878,162.5830625794706,-3.999
1-aminoacridine,Nc2cccc3nc1ccccc1cc23 ,-3.809626485414134,1,0.2822775393589443,0.3867989180340545,0.1517717144676195,576,156.7993310012996,-4.22
1-Bromo-2-methylpropane,CC(C)CBr,-1.929438918855132,1,0.3146849835798619,0.3644897178309054,0.1533275099930695,1378,165.0715830727315,-2.43
1-Bromobutane,CCCCBr,-2.303238918855132,1,0.3146849835798619,0.360675286111158,0.1502214320943944,1378,165.0715830727315,-2.37
1-Bromoheptane,CCCCCCCBr,-3.546178978944944,1,0.2478527920684812,0.2224300143909903,0.0926428035773329,1492,165.256136671032,-4.43
1-Bromohexane,CCCCCCBr,-3.134390806057089,1,0.2640380642216691,0.2550092347865016,0.1062121517587679,1454,165.2130741647618,-3.81
1-Bromonapthalene,Brc1cccc2ccccc12,-3.871231533997496,1,0.2956072966275083,0.1326677637733119,0.1366584522697934,1592,150.1073886394302,-4.35
1-Bromooctane,CCCCCCCCBr,-3.955835119340517,1,0.235039911917109,0.197232214754586,0.0821478404372121,1530,165.2892616758551,-5.06
1-Bromopentane,CCCCCBr,-2.720192333505154,1,0.2852838314120776,0.2987700976077513,0.1244386830681171,1416,165.154813126867,-3.08
1-Bromopropane,CCCBr,-1.883095006940462,1,0.3586342117568435,0.4554745494170709,0.1896335778218066,1340,164.9429548072494,-1.73
1-Butanol,CCCCO,-0.772406102789851,1,0.2966396176163633,0.7262254181798475,0.3848204220260029,218,169.4536820269994,0.0
1-Butene,CCC=C,-0.9300227810523284,1,0.2561521449303205,0.3492107132347019,0.1929056246417083,152,165.543220046166,-1.94
1-Butyne,CCC#C,-0.55960157746339,1,0.2922852532386289,0.4267847248931489,0.4399475597600753,150,161.6683336505494,-1.24
1-Chloro-2-bromoethane,ClCCBr,-2.133212667089459,1,0.5833333333333334,0.5788949494141292,0.2042707373044932,1590,162.623077316737,-1.32
1-Chloro-2-methylpropane,ClCC(C)C,-1.630710367802073,1,0.3146849835798619,0.4464661267127673,0.1546283118894464,442,167.1139800282244,-2.0
1-Chlorobutane,CCCCCl,-2.004510367802073,1,0.3146849835798619,0.4415710057337216,0.1516514218468443,442,167.1139800282244,-2.03
1-Chloroheptane,CCCCCCCCl,-3.279106178451973,1,0.2478527920684812,0.2835488295393453,0.0973814327666438,556,166.4993348178537,-4.0
1-Chlorohexane,CCCCCCCl,-2.858371744244983,1,0.2640380642216691,0.3219512986480396,0.1105702985593662,518,166.6427520336069,-3.12
1-Chloronapthalene,Clc1cccc2ccccc12,-3.61880722455085,1,0.2956072966275083,0.1713422252943995,0.1307904177824848,656,151.6959196048135,-3.93
1-Chloropentane,CCCCCCl,-2.433770918824322,1,0.2852838314120776,0.372385548116816,0.127891329044086,480,166.836787090214,-2.73
1-Chloropropane,CCCCl,-1.56948147350427,1,0.3586342117568435,0.5428545798387518,0.1863760390302208,404,167.5423691142403,-1.47
1-Decanol,CCCCCCCCCCO,-3.322268061686397,1,0.2110847813434559,0.4578952516927212,0.2426347554980857,446,167.3207027647266,-3.63
1-Decene,CCCCCCCCC=C,-3.519429115167914,1,0.1871441427441503,0.1676805482005783,0.0926536876852017,380,165.543220046166,-5.51
1-Dodecanol,CCCCCCCCCCCCO,-4.145841168392834,1,0.198416376245059,0.4076853737892169,0.2160289730540238,522,167.047243884948,-4.8
1-Ethylnaphthalene ,CCc1cccc2ccccc12,-3.790573749587873,1,0.2181042919855316,0.1079271715879756,0.1102120266247505,444,155.8560040571245,-4.17
1-Heptanol,CCCCCCCO,-2.066467038575199,1,0.2398021753972368,0.5616538317034973,0.2976155346144285,332,167.9872587841868,-1.81
1-Heptene,CCCCCC=C,-2.2498179718818,1,0.2090686409165615,0.2266355928227036,0.1252299307113517,266,165.543220046166,-3.73
1-Heptyne,CCCCCC#C,-1.882875367285807,1,0.2235094672362417,0.2709339045445826,0.2793149269189105,264,163.5038061537362,-3.01
1-Hexadecanol,CCCCCCCCCCCCCCCCO,-5.770296886922822,0,0.1808541188598061,0.3343581926601624,0.1771735304635174,674,166.6933559228817,-7.0
1-Hexanol,CCCCCCO,-1.640495888550464,1,0.2539707371322467,0.6075433972263484,0.32193202068264,294,168.3364071753327,-1.24
1-Hexene,CCCCC=C,-1.817260500240709,1,0.2202187890038467,0.2567226925848007,0.1418548755689819,228,165.543220046166,-3.23
1-Hexene-3-ol,CCCC(O)C=C,-0.9174243688016216,1,0.2748250104532309,0.5595373513910119,0.3033248011857849,292,166.5910129807099,-0.59
1-Hexyne ,CCCCC#C,-1.449458410308725,1,0.2386085007312413,0.3079722813034971,0.317499038752301,226,163.1214160489056,-2.36
1-Iodobutane,CCCCI,-2.431736031105591,1,0.3146849835798619,0.3425095503680926,0.1495691938168706,2962,162.9046520118458,-2.96
1-Iodoheptane,CCCCCCCI,-3.653310779054451,1,0.2478527920684812,0.2095975871339898,0.0915289834373856,3076,163.9371351557102,-4.81
1-Iodonapthalene,Ic1cccc2ccccc12,-3.967564365280089,1,0.2956072966275083,0.1339869891112188,0.1378559792294774,3176,148.4219978142968,-4.55
1-Iodopropane,CCCI,-2.020724360194497,1,0.3586342117568435,0.4343150462055116,0.18958485229047,2924,162.1850425479403,-2.29
1-Methylcyclohexene ,CC1=CCCCC1,-1.598915367285807,1,0.2235094672362417,0.2296743867657812,0.1543236260954405,264,163.5038061537362,-3.27
1-Methylfluorene,Cc1cccc2c1Cc3ccccc32,-4.512283070847696,1,0.2118370858458134,0.1040859896997989,0.1057589440748418,516,153.620492675038,-5.22
1-Methylnaphthalene,Cc1cccc2ccccc12,-3.374683142236925,1,0.2272977056294367,0.1180193804938028,0.1205175508739219,406,154.47211605869,-3.7
1-Methylphenanthrene,Cc1cccc2c1ccc3ccccc32,-4.776047009387291,1,0.2084331247347669,0.0950866473945803,0.0971345196605186,552,152.6269320607773,-5.85
1-methyluracil,Cn1ccc(=O)[nH]c1=O,-0.6841083949284741,1,0.4689823920546421,0.2773483848202624,0.2991541748847368,412,169.1240259880329,-0.807
1-Napthol,Oc1cccc2ccccc12,-2.414367207728932,1,0.2910563814844883,0.5754118225932188,0.3324747132780029,432,154.3545296261312,-2.22
1-Napthylamine,Nc1cccc2ccccc12,-2.629531194758687,1,0.2856358943720034,0.4998545371859077,0.1961083677420071,418,157.1721245964121,-1.92
1-Nitronapthalene,O=N(=O)c1cccc2ccccc12,-3.015952880778601,1,0.3652050173140735,0.2998675674365779,0.3212244942308909,544,157.2254879742372,-3.54
1-Nitropropane,CCCN(=O)=O,-0.98418594980076,1,0.4510762136412372,0.4497395265476873,0.3453671363479286,292,173.6114820657495,-0.8
1-Nonanol,CCCCCCCCCO,-2.90678416866862,1,0.2190038024377395,0.4879423510560931,0.2585564550145306,408,167.4984510365827,-3.01
1-Nonene ,CCCCCCCC=C,-3.100069171578492,1,0.193126721428565,0.1836006488712949,0.1014505102820428,342,165.543220046166,-5.05
1-Nonyne ,CCCCCCCC#C,-2.734389361103354,1,0.2029957756511022,0.2184091451796196,0.2251653757748373,340,163.9932654879193,-4.24
1-Octadecanol,CCCCCCCCCCCCCCCCCCO,-6.573830575316284,0,0.1744338137510067,0.3067700291647967,0.1625547999141312,750,166.5722889884906,-8.4
1-Octanol,CCCCCCCCO,-2.488347813874047,1,0.2284067944444295,0.5222097709947134,0.2767144661046673,370,167.7156989244068,-2.39
1-Octene ,CCCCCCC=C,-2.67709946476148,1,0.2002842627197176,0.2028608768489301,0.1120929560930269,304,165.543220046166,-4.44
1-Octyne ,CCCCCCC#C,-2.310848091050232,1,0.2120584831144048,0.2418525497679199,0.2493339745723863,302,163.7819080481585,-3.66
1-Pentadecanol,CCCCCCCCCCCCCCCO,-5.366556079663663,0,0.1845537648868849,0.3501006598600223,0.1855153284311843,636,166.7652394151764,-6.35
1-Pentanol,CCCCCO,-1.20955707163951,1,0.2721799490905406,0.6615991113248629,0.3505756773553908,256,168.8019383635271,-0.6
1-Pentene ,CCCC=C,-1.378038928033184,1,0.2350451878756692,0.29601341433356,0.1635646230777212,190,165.543220046166,-2.68
1-Pentyne,CCCC#C,-1.009127486042054,1,0.259762806028293,0.3569680113351256,0.3680098573746474,188,162.562538203384,-1.64
1-Phenylethanol,CC(O)c1ccccc1,-1.454197084706216,1,0.2910563814844883,0.5237075856027901,0.2841770600964667,362,160.4727713034205,-0.92
1-Propanol,CCCO,-0.3271715729536004,1,0.3315855815233053,0.8051431316296939,0.4266263389608957,180,170.4312975222077,0.62
1-Tetradecanol,CCCCCCCCCCCCCCO,-4.961336103412521,1,0.1886580469084409,0.3673987644860049,0.1946814452908589,598,166.8467073731105,-5.84
"2,2',3,3',4,4',5,5',6,6'-PCB",Clc1c(Cl)c(Cl)c(c(Cl)c1Cl)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl ,-10.89774454912772,0,0.222905136009398,0.1006870810953414,0.0994332084091521,3322,145.5966614204091,-11.6
"2,2',3,3',4,4',5,5'-PCB",Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,-9.43474148549886,0,0.2964905527401483,0.1150618245381007,0.1113392160660509,2746,147.1201363483499,-9.16
"2,2',3,3',4,4'-PCB",Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,-7.957817988947085,0,0.3218731698397812,0.1222004562948549,0.1159574206318052,2170,148.6436112762907,-8.01
"2,2',3,3',5,5',6,6'-PCB",Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-9.43474148549886,0,0.2964905527401483,0.117737990710881,0.0979326235956846,2746,147.1201363483499,-9.15
"2,2',3,3',5,6-PCB",Clc1cccc(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.957817988947085,0,0.3218731698397812,0.1233578770365886,0.1024534229653818,2170,148.6436112762907,-8.6
"2,2',3,3'-PCB",Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-6.462741224544595,0,0.3218731698397812,0.1294195281667908,0.1049700135302241,1594,150.1670862042316,-7.28
"2,2',3,4,4',5',6-PCB",Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.69824082833265,0,0.3127342457783236,0.1216409600729963,0.116739316251306,2458,147.8818738123203,-7.92
"2,2',3,4,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.69824082833265,0,0.3127342457783236,0.1218135145638256,0.1168613387552505,2458,147.8818738123203,-8.94
"2,2',3,4,5,5'-PCB",Clc1ccc(Cl)c(c1)c2cc(Cl)c(Cl)c(Cl)c2Cl,-7.957817988947085,0,0.3218731698397812,0.1308166850911427,0.1240485694924092,2170,148.6436112762907,-7.68
"2,2',3,4,5-PCB",Clc1cc(Cl)c(cc1Cl)c2cccc(Cl)c2Cl ,-7.212896087369261,0,0.3248341470173868,0.1340632193703934,0.1075443929451113,1882,149.4053487402612,-7.21
"2,2',3,4,6-PCB",Clc1ccc(c(Cl)c1)c2c(Cl)ccc(Cl)c2Cl ,-7.212896087369261,0,0.3248341470173868,0.1367857201885526,0.1112724026482564,1882,149.4053487402612,-7.43
"2,2',3,5,5',6-PCB",Clc1ccc(Cl)c(c1)c2c(Cl)c(Cl)cc(Cl)c2Cl ,-7.957817988947085,0,0.3218731698397812,0.1325048504061007,0.1079224317284319,2170,148.6436112762907,-7.42
"2,2',3,5'-PCB",Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,-6.462741224544595,0,0.3218731698397812,0.1393815702054962,0.1108641554485293,1594,150.1670862042316,-6.47
"2,2,3-Trimethylbutane",CC(C)C(C)(C)C,-1.834132278361068,1,0.1959829226247291,0.1627950229959715,0.0790541768134464,268,167.2279532616515,-4.36
"2,2',4,4',5,5'-PCB",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,-7.957817988947085,0,0.3218731698397812,0.1374338004904095,0.1076656457876622,2170,148.6436112762907,-8.56
"2,2',4,4',6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cc(Cl)cc2Cl ,-7.957817988947085,0,0.3218731698397812,0.1406441050640888,0.1092716138275315,2170,148.6436112762907,-8.71
"2,2',4,5'-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,-6.462741224544595,0,0.3218731698397812,0.1474862823549941,0.1144661425232486,1594,150.1670862042316,-6.57
"2,2,4,6,6'-PCB",Clc1cc(Cl)c(c(Cl)c1)c2c(Cl)cccc2Cl,-7.212896087369261,0,0.3248341470173868,0.1377486118922047,0.1070219979506563,1882,149.4053487402612,-7.32
"2,2,4-Trimethylpentane",CC(C)CC(C)(C)C,-2.260742200549686,1,0.1894485821789581,0.1436957015991499,0.0680580705018447,306,167.033560967557,-4.74
"2,2,5-Trimethylhexane",CC(C)CCC(C)(C)C,-2.683154700395046,1,0.1839387808536961,0.1280945608258008,0.0606099794708166,344,166.8793877687924,-5.05
"2,2',6,6'-PCB",Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,-6.462741224544595,0,0.3218731698397812,0.133965871049354,0.1023335173607637,1594,150.1670862042316,-7.39
"2,2-Dimethyl-1-butanol",CCC(C)(C)CO,-1.249235888550464,1,0.2539707371322467,0.6210718512255659,0.329607331943095,294,168.3364071753327,-1.04
"2,2-Dimethylbutane",CCC(C)(C)C,-1.776206112453347,1,0.2039115135379551,0.1935592325455779,0.080271569769248,230,167.4806632439743,-3.55
"2,2-Dimethylpentane",CCCC(C)(C)C,-2.207932278361068,1,0.1959829226247291,0.1682514435602178,0.0699662447138138,268,167.2279532616515,-4.36
"2,2-Dimethylpentanol",CCCC(C)(C)CO,-1.675207038575199,1,0.2398021753972368,0.5731571451697945,0.3041787937878213,332,167.9872587841868,-1.52
"2,2-Dimethylpropanol",CC(C)(C)CO,-0.8182970716395099,1,0.2721799490905406,0.6768610986477239,0.3592049785013197,256,168.8019383635271,-0.4
"2,2'-PCB",Clc1ccccc1c2ccccc2Cl ,-4.942565986107159,1,0.2964905527401483,0.1386650634207943,0.1058475959666095,1018,151.6905611321724,-5.27
"2,3,3',4,4',5-PCB",Clc1ccc(cc1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.957817988947085,0,0.3218731698397812,0.1238327826368213,0.119706298214386,2170,148.6436112762907,-7.82
"2,3,3',4,4'6-PCB",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,-8.69824082833265,0,0.3127342457783236,0.121123863711418,0.1138631867612175,2458,147.8818738123203,-7.66
"2,3',4,4',5-PCB",Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,-7.957817988947085,0,0.3218731698397812,0.1306209388959745,0.1239091399566663,2170,148.6436112762907,-7.39
"2,3',4,4'-PCB",Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.212896087369261,0,0.3248341470173868,0.134988081264276,0.1256095377574647,1882,149.4053487402612,-7.8
"2,3,4,5,6-PCB",Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,-7.212896087369261,0,0.3248341470173868,0.1143830362914699,0.1129559801708142,1882,149.4053487402612,-7.92
"2,3',4',5-PCB",Clc1ccc(Cl)c(c1)c2ccc(Cl)c(Cl)c2,-6.462741224544595,0,0.3218731698397812,0.1418523612576466,0.108600663809853,1594,150.1670862042316,-7.25
"2,3,4,5-Tetrachlorophenol",Oc1cc(Cl)c(Cl)c(Cl)c1Cl,-4.142474779053211,1,0.4697142679211166,0.6105294649579905,0.3535455263390345,1438,152.9761875121999,-3.15
"2,3,4,6-Tetrachlorophenol",Oc1c(Cl)cc(Cl)c(Cl)c1Cl,-4.142474779053211,1,0.4697142679211166,0.5964033735080256,0.346486135660747,1438,152.9761875121999,-3.1
"2',3,4-PCB",Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-5.706395213239922,0,0.3127342457783236,0.1377874836788724,0.1094759250695673,1306,150.928823668202,-6.29
"2,3,4'-PCB",Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-5.706395213239922,0,0.3127342457783236,0.1377874836788724,0.1094759250695673,1306,150.928823668202,-6.26
"2,3,4-Trichlorophenol",Oc1ccc(Cl)c(Cl)c1Cl,-3.371932386945561,1,0.4799048446968728,0.6299407074423674,0.3647442437731538,1150,154.265281681996,-2.67
"2,3,4-Trimethylpentane",CC(C)C(C)C(C)C,-1.904402200549686,1,0.1894485821789581,0.1419656510987657,0.0692980377044448,306,167.033560967557,-4.8
"2,3,5,6-Tetrachlorophenol",Oc1c(Cl)c(Cl)cc(Cl)c1Cl,-4.142474779053211,1,0.4697142679211166,0.5949507097660268,0.345668800181583,1438,152.9761875121999,-3.37
"2,3',5-PCB",Clc1cccc(c1)c2cc(Cl)ccc2Cl ,-5.706395213239922,0,0.3127342457783236,0.1457034352903721,0.1115434489631477,1306,150.928823668202,-6.01
"2,3,5-Trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,-3.371932386945561,1,0.4799048446968728,0.6536304201744504,0.3785029701688185,1150,154.265281681996,-2.67
"2,3,6-Trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,-3.371932386945561,1,0.4799048446968728,0.612197026048242,0.3556607311129006,1150,154.265281681996,-2.64
"2,3-Dichloronitrobenzene",O=N(=O)c1c(Cl)c(Cl)ccc1,-3.185244527480251,1,0.5447784053454194,0.3356540306521244,0.3754811885970568,974,159.5700416186819,-3.48
"2,3-Dichlorophenol",Oc1cccc(Cl)c1Cl,-2.590197482151151,1,0.4697142679211166,0.6451615189124892,0.3735558807298145,862,155.554375851792,-1.3
"2,3-Dimethyl-1,3-Butadiene",CC(=C)C(=C)C,-1.431998410308724,1,0.2386085007312413,0.2496861114769331,0.1407988061118681,226,163.1214160489056,-2.4
"2,3-Dimethylbutane",CC(C)C(C)C,-1.419866112453347,1,0.2039115135379551,0.1840489559532773,0.088200629140265,230,167.4806632439743,-3.65
